# Table format: XY
# axis1_unit = null
# axis2_unit = mm
# axis3_unit = mm
# axis4_unit = mm
# axis5_unit = mm
# axis6_unit = mm
# axis7_unit = mm**3
# axis8.0_unit = mm**2
# axis9.0_unit = mm**2
# axis10.0_unit = mm**2
# axis11.0_unit = mm**2
# axis12.0_unit = mm**2
# axis13.0_unit = mm**2
# axis14.0_unit = mm**2
# axis15.0_unit = mm**2
1	-1.364242e-12	-3.637979e-12	2.273737e-13	1.480839e+03	8.829268e+02	4.468402e+10	0.000000e+00	5.604000e+06	1.190544e+07	9.988366e+05	1.102238e+07	6.114245e+07	6.119408e+07	0.000000e+00	
2	-1.533536e-02	1.913380e+00	-3.066628e-01	1.402901e+03	8.049887e+02	4.466740e+10	6.396331e+05	5.568899e+06	1.190544e+07	9.988366e+05	1.096301e+07	6.050767e+07	6.119408e+07	0.000000e+00	
3	1.415287e-01	1.430095e+01	-2.285971e+00	1.324963e+03	7.270506e+02	4.455107e+10	2.559019e+06	5.463569e+06	1.190544e+07	9.988366e+05	1.078484e+07	5.860286e+07	6.119408e+07	0.000000e+00	
4	1.380489e+00	4.504400e+01	-7.177977e+00	1.247025e+03	6.491124e+02	4.423527e+10	5.758157e+06	5.288010e+06	1.190544e+07	9.988366e+05	1.048787e+07	5.542803e+07	6.119408e+07	0.000000e+00	
5	5.480572e+00	9.969742e+01	-1.582968e+01	1.169087e+03	5.711743e+02	4.362026e+10	1.023705e+07	5.042222e+06	1.190544e+07	9.988366e+05	1.007211e+07	5.098316e+07	6.119408e+07	0.000000e+00	
6	1.528259e+01	1.821960e+02	-2.880351e+01	1.091149e+03	4.932361e+02	4.260631e+10	1.599569e+07	4.726206e+06	1.190544e+07	9.988366e+05	9.537557e+06	4.526826e+07	6.119408e+07	0.000000e+00	
7	3.512669e+01	2.956759e+02	-4.649845e+01	1.013211e+03	4.152980e+02	4.109366e+10	2.303409e+07	4.339961e+06	1.190544e+07	9.988366e+05	8.884208e+06	3.828333e+07	6.119408e+07	0.000000e+00	
8	7.041569e+01	4.420993e+02	-6.918423e+01	9.352725e+02	3.373599e+02	3.899223e+10	3.084584e+07	3.902355e+06	1.185466e+07	9.988366e+05	8.112064e+06	3.053092e+07	6.119408e+07	0.000000e+00	
9	1.171686e+02	6.122309e+02	-9.633595e+01	8.573343e+02	2.594217e+02	3.630078e+10	3.811968e+07	3.462246e+06	1.162165e+07	9.988366e+05	7.221125e+06	2.331232e+07	6.119408e+07	0.000000e+00	
10	1.656587e+02	7.915948e+02	-1.272247e+02	7.793962e+02	1.814836e+02	3.306600e+10	4.478845e+07	3.022138e+06	1.119965e+07	9.988366e+05	6.211392e+06	1.669421e+07	6.119408e+07	0.000000e+00	
11	2.048525e+02	9.653341e+02	-1.614266e+02	7.014581e+02	1.035454e+02	2.933504e+10	5.085215e+07	2.582029e+06	1.058868e+07	9.988366e+05	5.082863e+06	1.067657e+07	6.119408e+07	0.000000e+00	
12	2.198891e+02	1.115619e+03	-1.988534e+02	6.235199e+02	2.560730e+01	2.515699e+10	5.615916e+07	2.141921e+06	9.788722e+06	9.905166e+05	3.849613e+06	5.409873e+06	6.119408e+07	0.000000e+00	
13	1.973417e+02	1.234308e+03	-2.394923e+02	5.455818e+02	-5.233083e+01	2.062788e+10	5.974990e+07	1.701812e+06	8.799790e+06	9.212171e+05	2.600718e+06	1.846414e+06	6.119408e+07	0.000000e+00	
14	1.247887e+02	1.338532e+03	-2.835833e+02	4.676436e+02	-1.302690e+02	1.589359e+10	6.127861e+07	1.264200e+06	7.621879e+06	7.816888e+05	1.368271e+06	1.534623e+05	6.101808e+07	0.000000e+00	
15	-2.271403e+01	1.431830e+03	-3.313257e+02	3.897055e+02	-2.082071e+02	1.122381e+10	5.761052e+07	8.779275e+05	6.288433e+06	5.843599e+05	4.742251e+05	0.000000e+00	5.722119e+07	0.000000e+00	
16	-2.875129e+02	1.424953e+03	-3.818793e+02	3.117674e+02	-2.861453e+02	7.044659e+09	4.880110e+07	5.618842e+05	4.939482e+06	3.812692e+05	4.307661e+04	0.000000e+00	4.847130e+07	0.000000e+00	
17	-6.729790e+02	1.257379e+03	-4.339747e+02	2.338292e+02	-3.640834e+02	3.734518e+09	3.581106e+07	3.160699e+05	3.590532e+06	1.895306e+05	0.000000e+00	0.000000e+00	3.556905e+07	0.000000e+00	
18	-1.174046e+03	8.847952e+02	-4.863698e+02	1.558911e+02	-4.420215e+02	1.467764e+09	2.235697e+07	1.404844e+05	2.241581e+06	6.148549e+04	0.000000e+00	0.000000e+00	2.220588e+07	0.000000e+00	
19	-2.216239e+03	-4.586466e+02	-5.399087e+02	7.795295e+01	-5.199597e+02	2.495969e+08	8.902876e+06	3.512777e+04	8.926308e+05	3.669237e+03	0.000000e+00	0.000000e+00	8.842710e+06	0.000000e+00	
20	-5.365344e+03	-5.582201e+03	-5.979015e+02	1.480825e-02	-5.978978e+02	1.770789e-03	3.587440e-01	1.267631e-03	3.596882e-02	0.000000e+00	0.000000e+00	0.000000e+00	3.563196e-01	0.000000e+00	
1	0.000000e+00	-1.818989e-12	1.136868e-13	1.486431e+03	8.802426e+02	4.468402e+10	0.000000e+00	5.604000e+06	1.190544e+07	9.988366e+05	1.102238e+07	6.114245e+07	6.119408e+07	0.000000e+00	
2	9.528461e-03	2.211567e+00	-3.504846e-01	1.408199e+03	8.020101e+02	4.466496e+10	7.308212e+05	5.558620e+06	1.190544e+07	9.988366e+05	1.096959e+07	6.041608e+07	6.119408e+07	0.000000e+00	
3	6.562781e-01	1.668210e+01	-2.612176e+00	1.329966e+03	7.237777e+02	4.453154e+10	2.923840e+06	5.422445e+06	1.190544e+07	9.988366e+05	1.081118e+07	5.823644e+07	6.119408e+07	0.000000e+00	
4	4.206372e+00	5.313305e+01	-8.205552e+00	1.251734e+03	6.455453e+02	4.416935e+10	6.579057e+06	5.195475e+06	1.190544e+07	9.988366e+05	1.054714e+07	5.460351e+07	6.119408e+07	0.000000e+00	
5	1.488595e+01	1.192357e+02	-1.811983e+01	1.173502e+03	5.673128e+02	4.346402e+10	1.169647e+07	4.877710e+06	1.190544e+07	9.988366e+05	1.017749e+07	4.951731e+07	6.119408e+07	0.000000e+00	
6	3.940390e+01	2.217031e+02	-3.305817e+01	1.095269e+03	4.890804e+02	4.230121e+10	1.825729e+07	4.470060e+06	1.190397e+07	9.988366e+05	9.702215e+06	4.299651e+07	6.119408e+07	0.000000e+00	
7	8.319225e+01	3.629889e+02	-5.317801e+01	1.017037e+03	4.108479e+02	4.060272e+10	2.509524e+07	4.028955e+06	1.181004e+07	9.988366e+05	9.121318e+06	3.620026e+07	6.119408e+07	0.000000e+00	
8	1.420605e+02	5.351128e+02	-7.763641e+01	9.388042e+02	3.326155e+02	3.838548e+10	3.151893e+07	3.587850e+06	1.156971e+07	9.988366e+05	8.434801e+06	2.981575e+07	6.119408e+07	0.000000e+00	
9	2.109593e+02	7.304896e+02	-1.056710e+02	8.605717e+02	2.543830e+02	3.568192e+10	3.752834e+07	3.146745e+06	1.118297e+07	9.988366e+05	7.642661e+06	2.384299e+07	6.119408e+07	0.000000e+00	
10	2.853621e+02	9.434567e+02	-1.367401e+02	7.823393e+02	1.761506e+02	3.252442e+10	4.312348e+07	2.705640e+06	1.064983e+07	9.988366e+05	6.744901e+06	1.828198e+07	6.119408e+07	0.000000e+00	
11	3.606847e+02	1.170013e+03	-1.705002e+02	7.041069e+02	9.791814e+01	2.894541e+10	4.830435e+07	2.264535e+06	9.970284e+06	9.988366e+05	5.741519e+06	1.313271e+07	6.119408e+07	0.000000e+00	
12	4.314035e+02	1.407954e+03	-2.068319e+02	6.258744e+02	1.968570e+01	2.497729e+10	5.307095e+07	1.823430e+06	9.144331e+06	9.988366e+05	4.632517e+06	8.395184e+06	6.119408e+07	0.000000e+00	
13	4.892096e+02	1.657810e+03	-2.459674e+02	5.476420e+02	-5.854675e+01	2.065253e+10	5.740709e+07	1.382325e+06	8.171973e+06	9.978321e+05	3.419061e+06	4.085486e+06	6.119408e+07	0.000000e+00	
14	5.266814e+02	1.939376e+03	-2.885973e+02	4.694095e+02	-1.367792e+02	1.603370e+10	6.021009e+07	9.451805e+05	7.053209e+06	9.389288e+05	2.180806e+06	1.114273e+06	6.100861e+07	0.000000e+00	
15	5.515125e+02	2.297107e+03	-3.348901e+02	3.911771e+02	-2.150116e+02	1.137268e+10	5.792310e+07	5.762893e+05	5.788040e+06	7.892306e+05	1.174677e+06	8.086359e+03	5.762653e+07	0.000000e+00	
16	5.808278e+02	2.757775e+03	-3.838067e+02	3.129446e+02	-2.932441e+02	7.112933e+09	5.025648e+07	2.981929e+05	4.436670e+06	5.860737e+05	4.773364e+05	0.000000e+00	4.999215e+07	0.000000e+00	
17	6.416413e+02	3.368068e+03	-4.351082e+02	2.347122e+02	-3.714765e+02	3.620798e+09	3.830694e+07	1.108915e+05	3.084665e+06	3.825231e+05	8.878339e+04	0.000000e+00	3.810545e+07	0.000000e+00	
18	9.059212e+02	4.409633e+03	-4.894698e+02	1.564798e+02	-4.497090e+02	1.229932e+09	2.220744e+07	1.438487e+04	1.732660e+06	1.816242e+05	0.000000e+00	0.000000e+00	2.209064e+07	0.000000e+00	
19	1.946168e+03	6.749137e+03	-5.475032e+02	7.824731e+01	-5.279414e+02	1.572912e+08	6.030542e+06	0.000000e+00	4.705126e+05	4.541469e+04	0.000000e+00	0.000000e+00	5.998823e+06	0.000000e+00	
20	3.141444e+03	9.343933e+03	-6.061776e+02	1.486416e-02	-6.061739e+02	1.078246e-03	2.176199e-01	0.000000e+00	1.697905e-02	1.638847e-03	0.000000e+00	0.000000e+00	2.164752e-01	0.000000e+00	
1	-4.547474e-13	-3.637979e-12	-1.136868e-13	1.544224e+03	8.772278e+02	4.468402e+10	0.000000e+00	5.604000e+06	1.190544e+07	9.988366e+05	1.102238e+07	6.114245e+07	6.119408e+07	0.000000e+00	
