# Table format: XY
# axis1_unit = null
# axis2_unit = mm
# axis3_unit = mm
# axis4_unit = mm
# axis5_unit = mm
# axis6_unit = mm
# axis7_unit = mm**3
# axis8.0_unit = mm**2
# axis9.0_unit = mm**2
# axis10.0_unit = mm**2
# axis11.0_unit = mm**2
# axis12.0_unit = mm**2
# axis13.0_unit = mm**2
# axis14.0_unit = mm**2
# axis15.0_unit = mm**2
1	-9.094947e-13	0.000000e+00	4.547474e-13	3.254231e+03	1.692429e+03	4.467772e+10	0.000000e+00	1.102251e+07	5.603000e+06	1.190532e+07	9.988022e+05	6.113498e+07	6.118661e+07	0.000000e+00	
2	-9.021362e+00	1.635843e+01	-2.856827e+00	3.082957e+03	1.521155e+03	4.459626e+10	1.427147e+06	1.089003e+07	5.603000e+06	1.190532e+07	8.292899e+05	5.971867e+07	6.118661e+07	0.000000e+00	
3	-6.269227e+01	1.225834e+02	-2.053352e+01	2.911684e+03	1.349882e+03	4.404854e+10	5.128178e+06	1.049249e+07	5.603000e+06	1.184702e+07	3.999327e+05	5.604576e+07	6.118661e+07	0.000000e+00	
4	-1.725473e+02	3.481611e+02	-5.647455e+01	2.740410e+03	1.178608e+03	4.284316e+10	8.705324e+06	9.887152e+06	5.603000e+06	1.155185e+07	5.205839e+04	5.188363e+07	6.057394e+07	0.000000e+00	
5	-3.156185e+02	6.464288e+02	-1.033248e+02	2.569137e+03	1.007334e+03	4.116119e+10	1.077635e+07	9.208455e+06	5.603000e+06	1.102644e+07	0.000000e+00	4.735561e+07	5.809913e+07	0.000000e+00	
6	-4.752013e+02	9.761949e+02	-1.558043e+02	2.397863e+03	8.360608e+02	3.915205e+10	1.271101e+07	8.461995e+06	5.603000e+06	1.041417e+07	0.000000e+00	4.246170e+07	5.512266e+07	0.000000e+00	
7	-6.501346e+02	1.332535e+03	-2.136367e+02	2.226589e+03	6.647872e+02	3.679808e+10	1.480311e+07	7.647772e+06	5.603000e+06	9.744500e+06	0.000000e+00	3.720188e+07	5.193637e+07	0.000000e+00	
8	-8.401102e+02	1.711818e+03	-2.768982e+02	2.055316e+03	4.935136e+02	3.407230e+10	1.705266e+07	6.765786e+06	5.603000e+06	9.017422e+06	0.000000e+00	3.157617e+07	4.854026e+07	0.000000e+00	
9	-1.045039e+03	2.109043e+03	-3.458444e+02	1.884042e+03	3.222400e+02	3.094775e+10	1.945965e+07	5.816038e+06	5.603000e+06	8.232939e+06	0.000000e+00	2.558457e+07	4.493432e+07	0.000000e+00	
10	-1.265297e+03	2.516658e+03	-4.210918e+02	1.712769e+03	1.509664e+02	2.739746e+10	2.202409e+07	4.798526e+06	5.603000e+06	7.391053e+06	0.000000e+00	1.922707e+07	4.111855e+07	0.000000e+00	
11	-1.502277e+03	2.921666e+03	-5.040382e+02	1.541495e+03	-2.030721e+01	2.339447e+10	2.474597e+07	3.713252e+06	5.603000e+06	6.491762e+06	0.000000e+00	1.250367e+07	3.709297e+07	0.000000e+00	
12	-1.758081e+03	3.300403e+03	-5.975242e+02	1.370221e+03	-1.915808e+02	1.893371e+10	2.703086e+07	2.615396e+06	5.532395e+06	5.535068e+06	0.000000e+00	6.004293e+06	3.285755e+07	0.000000e+00	
13	-2.018159e+03	3.640671e+03	-7.017848e+02	1.198948e+03	-3.628544e+02	1.428551e+10	2.679748e+07	1.698160e+06	5.143976e+06	4.520969e+06	0.000000e+00	1.794413e+06	2.841231e+07	0.000000e+00	
14	-2.267485e+03	3.946720e+03	-8.144049e+02	1.027674e+03	-5.341280e+02	9.908333e+09	2.386616e+07	9.782210e+05	4.416403e+06	3.449466e+06	0.000000e+00	5.232582e+04	2.375725e+07	0.000000e+00	
15	-2.542472e+03	4.236129e+03	-9.313036e+02	8.564006e+02	-7.054016e+02	6.228711e+09	1.902090e+07	4.555798e+05	3.456603e+06	2.399164e+06	0.000000e+00	0.000000e+00	1.889236e+07	0.000000e+00	
16	-2.903632e+03	4.514454e+03	-1.051256e+03	6.851270e+02	-8.766752e+02	3.405457e+09	1.391166e+07	1.302362e+05	2.489611e+06	1.535494e+06	0.000000e+00	0.000000e+00	1.381764e+07	0.000000e+00	
17	-3.422165e+03	4.767851e+03	-1.176429e+03	5.138534e+02	-1.047949e+03	1.475373e+09	8.591162e+06	2.190096e+03	1.522620e+06	8.637428e+05	0.000000e+00	0.000000e+00	8.533102e+06	0.000000e+00	
18	-4.041526e+03	5.004059e+03	-1.304867e+03	3.425798e+02	-1.219222e+03	4.372485e+08	3.829022e+06	0.000000e+00	6.784361e+05	3.839100e+05	0.000000e+00	0.000000e+00	3.803146e+06	0.000000e+00	
19	-4.661404e+03	5.240175e+03	-1.433323e+03	1.713061e+02	-1.390496e+03	5.467164e+07	9.574374e+05	0.000000e+00	1.696412e+05	9.599574e+04	0.000000e+00	0.000000e+00	9.509671e+05	0.000000e+00	
20	-5.281283e+03	5.476292e+03	-1.561778e+03	3.254199e-02	-1.561770e+03	3.747791e-04	3.455036e-02	0.000000e+00	6.121722e-03	3.464130e-03	0.000000e+00	0.000000e+00	3.431687e-02	0.000000e+00	
1	-4.547474e-13	1.818989e-12	1.136868e-13	3.043520e+03	1.584424e+03	4.467772e+10	0.000000e+00	1.102251e+07	5.603000e+06	1.190532e+07	9.988022e+05	6.113498e+07	6.118661e+07	0.000000e+00	
2	-9.920501e+00	1.824752e+01	-2.982914e+00	2.883336e+03	1.424241e+03	4.458689e+10	1.701413e+06	1.089961e+07	5.603000e+06	1.190532e+07	8.085504e+05	5.944394e+07	6.118661e+07	0.000000e+00	
3	-6.546165e+01	1.297960e+02	-2.042614e+01	2.723152e+03	1.264057e+03	4.401087e+10	5.565395e+06	1.053081e+07	5.603000e+06	1.180845e+07	3.934950e+05	5.560353e+07	6.118661e+07	0.000000e+00	
4	-1.751514e+02	3.559163e+02	-5.434660e+01	2.562969e+03	1.103874e+03	4.279863e+10	9.360990e+06	9.948878e+06	5.603000e+06	1.147606e+07	4.599480e+04	5.138010e+07	6.073525e+07	0.000000e+00	
5	-3.179751e+02	6.539971e+02	-9.844040e+01	2.402785e+03	9.436899e+02	4.111301e+10	1.152689e+07	9.286979e+06	5.603000e+06	1.093013e+07	0.000000e+00	4.678729e+07	5.829306e+07	0.000000e+00	
6	-4.766566e+02	9.826665e+02	-1.477495e+02	2.242601e+03	7.835063e+02	3.910417e+10	1.358264e+07	8.559276e+06	5.603000e+06	1.030454e+07	0.000000e+00	4.182510e+07	5.537162e+07	0.000000e+00	
7	-6.500219e+02	1.337424e+03	-2.020783e+02	2.082418e+03	6.233226e+02	3.675270e+10	1.580468e+07	7.765770e+06	5.603000e+06	9.620848e+06	0.000000e+00	3.649352e+07	5.224589e+07	0.000000e+00	
8	-8.374957e+02	1.714571e+03	-2.615127e+02	1.922234e+03	4.631390e+02	3.403198e+10	1.819301e+07	6.906461e+06	5.603000e+06	8.879058e+06	0.000000e+00	3.079256e+07	4.891589e+07	0.000000e+00	
9	-1.038554e+03	2.108991e+03	-3.263147e+02	1.762050e+03	3.029553e+02	3.091538e+10	2.074764e+07	5.981350e+06	5.603000e+06	8.079169e+06	0.000000e+00	2.472222e+07	4.538162e+07	0.000000e+00	
10	-1.252810e+03	2.512926e+03	-3.970987e+02	1.601867e+03	1.427717e+02	2.737624e+10	2.346857e+07	4.990435e+06	5.603000e+06	7.221182e+06	0.000000e+00	1.828250e+07	4.164307e+07	0.000000e+00	
11	-1.480193e+03	2.912990e+03	-4.752399e+02	1.441683e+03	-1.741195e+01	2.338794e+10	2.635578e+07	3.933718e+06	5.603000e+06	6.305095e+06	0.000000e+00	1.147339e+07	3.770024e+07	0.000000e+00	
12	-1.720016e+03	3.284111e+03	-5.636251e+02	1.281500e+03	-1.775956e+02	1.894128e+10	2.884286e+07	2.852114e+06	5.539662e+06	5.330910e+06	0.000000e+00	4.857883e+06	3.355314e+07	0.000000e+00	
13	-1.953116e+03	3.612622e+03	-6.626026e+02	1.121316e+03	-3.377792e+02	1.431363e+10	2.839683e+07	1.928596e+06	5.129749e+06	4.298627e+06	0.000000e+00	9.534864e+05	2.920176e+07	0.000000e+00	
14	-2.169674e+03	3.911385e+03	-7.683907e+02	9.611323e+02	-4.979629e+02	1.001605e+10	2.477642e+07	1.185176e+06	4.347152e+06	3.213195e+06	0.000000e+00	0.000000e+00	2.464610e+07	0.000000e+00	
15	-2.415315e+03	4.204944e+03	-8.762364e+02	8.009486e+02	-6.581465e+02	6.427782e+09	1.999132e+07	6.218532e+05	3.444136e+06	2.231414e+06	0.000000e+00	0.000000e+00	1.988617e+07	0.000000e+00	
16	-2.729461e+03	4.493198e+03	-9.860517e+02	6.407650e+02	-8.183302e+02	3.622453e+09	1.500087e+07	2.386279e+05	2.541119e+06	1.428132e+06	0.000000e+00	0.000000e+00	1.492197e+07	0.000000e+00	
17	-3.186909e+03	4.764596e+03	-1.099618e+03	4.805814e+02	-9.785138e+02	1.632960e+09	9.805057e+06	3.549995e+04	1.638103e+06	8.033496e+05	0.000000e+00	0.000000e+00	9.753485e+06	0.000000e+00	
18	-3.868866e+03	5.005494e+03	-1.218797e+03	3.203977e+02	-1.138697e+03	4.887680e+08	4.576512e+06	0.000000e+00	7.614411e+05	3.570669e+05	0.000000e+00	0.000000e+00	4.552441e+06	0.000000e+00	
